PROVIDER_NUMBER,FYB,FYE,STATUS,Hha_Name,Street_Addr,City,State,Zip_Code
497539,01-JAN-99,31-DEC-99,Settled,OLD DOMINION HOME HEALTH CARE SR INC,,WYTHEVILLE,VA,24382-
537000,01-JUL-99,30-JUN-00,Settled,PUBLIC HEALTH NURSING SERVICES,HATHAWAY BUILDING  4TH FLOOR,CHEYENNE,WY,82002-
537810,01-JUL-98,30-JUN-99,Settled,SHERIDAN COUNTY COMM HLTH SVC,41 WEST WHITNEY,SHERIDAN,WY,82801
557582,01-SEP-99,30-JUN-00,Settled,QUALITY HOME CARE  INC,11050 E ARTESIA BLVD STE B,CERRITOS,CA,90703-2542
027301,01-JAN-97,31-DEC-97,Settled,PENINSULA HOME HEALTH CARE  IN,35226 KENAI SPUR HWY,SOLDOTNA,AK,99669
037151,01-JAN-98,31-DEC-98,As Submitted,OPTION CARE HOME HEALTH,1151 IRON SPRINGS ROAD  SUITE G,PRESCOTT,AZ,86301
037210,01-JAN-99,31-DEC-99,As Submitted,J.C. HOME HEALTH PROFESIONALS,522 EAST GLENDALE AVENUE,PHOENIX,AZ,85010
057174,01-OCT-98,02-DEC-98,Settled,BAKERSFIELD HOME HEALTH AGENCY,4300 STINE ROAD  SUITE 890,BAKERSFIELD,CA,
057227,01-JUL-98,31-DEC-98,Settled,PATHWAYS HOSPICE AND HOME HEALTH,7901 OAKPORT STREET  SUITE 3500,OAKLAND,CA,94621
057405,01-SEP-95,31-OCT-95,Reopened,EXCELSIOR HOME HLTH,9620 CENTER AVE #130,RANCHO CUCAMONGA,CA,91730
057454,01-JAN-97,16-SEP-97,Settled,STAT MEDICAL SERVICES  INC.,1146 N. CENTRAL AVE  #425,GLENDALE,CA,91202
108298,01-JAN-08,31-DEC-08,Settled,FLORIDA HOME HEALTH CARE PROVIDERS,4150 N.W. 7TH STREET  SUITE 204,MIAMI,FL,33126
108492,28-APR-08,31-DEC-08,Settled,MEGAMED HOME HEALTH CARE  LLC,7311 NW 36TH AVENUE,MIAMI,FL,33166-6704
057656,01-JAN-07,31-DEC-07,Settled,TRINITYCARE,13080 ALONDRA BLVD,CERRITOS,CA,90703
457919,01-JAN-08,31-DEC-08,Settled,JENY S HEALTHCARE  INC.,5518 DYER STREET  SUITE 15,DALLAS,TX,75206
108243,01-JAN-08,31-DEC-08,Settled,NURSE TO GO HOME HEALTH CARE CORP,925 SW 122ND AVENUE,MIAMI,FL,33184
067307,01-JUL-97,05-JUN-98,Reopened,MEADOWBROOK HOME HEALTH-TRINIDAD,328 BONAVENTURE  SUITE 1,TRINIDAD,CO,81082
677539,01-OCT-07,31-JAN-08,Settled,HEARTLAND HOME CARE - DALLAS,8700 STEMMONS FREEWAY  SUITE 144,DALLAS,TX,75247
108281,01-JAN-08,31-DEC-08,Settled,FIVE STAR HOME HEALTH CARE INC,13212-14 SW 8 STREET,MIAMI,FL,33184-1134
058147,01-JAN-08,31-DEC-08,Settled,LAMB S LIGHT HOME HEALTH SERVICES,9045 HAVEN AVE.  STE. 100,RANCHO CUCAMONGA,CA,91730
237594,01-JAN-08,31-DEC-08,Settled,AMERICAN HERITAGE HOME HEALTH CARE,28157 DEQUINDRE,MADISON HEIGHTS,MI,48071
237737,11-APR-08,31-DEC-08,Settled,GALAXY HOME HEALTH SERICES  INC,1637 S MERRIMAN RD,WESTLAND,MI,48186
407321,01-JAN-08,31-DEC-08,Settled,ST. LUKE S HOME CARE PROG-SAN GERMAN,MENDEZ VIGO #201 OESTE,MAYAGUEZ,PR,00681
368136,01-JAN-07,12-OCT-07,Settled,CARESERVICES OF OHIO  LLC,1730 BROADWAY AVENUE,LORAIN,OH,44052-4052
067230,01-JAN-08,31-DEC-08,Settled,RELIABLE HOME HEALTH SERVICES,3434 FEDERAL BOULEVARD,DENVER,CO,80212
497632,01-JAN-09,05-MAY-09,Settled,N & R QUALITY CARE,4020 PLANK ROAD  SUITE B,FREDRICKBURGS,VA,22407
417028,01-OCT-08,31-DEC-08,Settled,HOME & HOSPICE CARE OF RHODE ISLAND,169 GEORGE STREET,PAWTUCKET,RI,02860
108341,01-JAN-08,31-DEC-08,Settled,INTEGRATED HEALTH CARE,7262 SW 48TH STREET,MIAMI,FL,33155
267578,01-JAN-09,15-JUN-09,Settled,BAYADA NURSES  INC.,13131 TESSON FERRY RD STE 110,ST LOUIS,MO,631283887
517815,01-JUL-08,30-APR-09,Settled,WETZEL-TYLER HEALTH DEPARTMENT,425 SOUTH 4TH AVENUE,PADEN CITY,WV,26159
679239,01-JAN-09,31-DEC-09,Settled,HEARTLINK HOME HEALTH  INC,1219  MCCULLOUGH AVE,SAN ANTONIO,TX,78212-4811
108283,01-JAN-09,31-DEC-09,Settled,HEART 2 HEART HOME HEALTHCARE,2331 N. STATE RD. 7   STE. 102,LAUDERHILL,FL,33313
027027,01-JAN-09,31-DEC-09,Settled,CORNERSTONE HOME HEALTH INC,5636 GLACIER HIGHWAY #100,JUNEAU,AK,99801
108417,01-JAN-09,31-DEC-09,Settled,LAJ HOME HEALTH  LLC.,5542 SW 8TH STREET,CORAL GABLES,FL,33134
108047,01-JAN-09,01-SEP-09,Settled,ALL CARE MEDICAL SERVICES,5757 NW 151 STREET,MIAMI LAKES,FL,33014
109021,01-JAN-09,31-DEC-09,Settled,HARTFORD HOME HEALTH CARE  INC.,13200 S.W. 128TH STREET; SUITE G-1,MIAMI,FL,33186-5831
458160,01-JAN-09,31-DEC-09,Settled,ADDITIONAL KARE FOR KIDS,P O BOX 860847,PLANO,TX,75086-0847
108213,01-JAN-09,31-DEC-09,Settled,ODDI HOME HEALTH CARE  INC.,3750 W 16 AVE STE 248,HIALEAH,FL,33012
109114,30-DEC-08,31-DEC-09,Settled,FAMILY HEALTH CARE CORP,1800 W 48 ST STE 203,HIALEAH,FL,33012
157614,18-NOV-09,31-DEC-09,Settled,HORIZON HOME HEALTH CARE SERVICES,8935 BROADWAY,MERRILLVILLE,IN,46410-7039
679209,01-JAN-09,31-DEC-09,Settled,FIRST EMMANUEL HEALTHCARE SERVICES,1111 WEST ARKANSAS LANE  SUITE A,ARLINGTON,TX,76013-6376
237710,01-JAN-09,31-DEC-09,Settled,FINE TOUCH HOME CARE  INC.,29500 SOUTHFIELD ROAD   STE 100,SOUTHFIELD,MI,48076-2036
109316,20-MAR-09,31-DEC-09,Settled,D & D HOME HEALTH CARE  INC.,2450 SW 137 AVE.  SUITE 235,MIAMI,FL,33175-6333
557277,01-JAN-09,31-DEC-09,Settled,UNICARE HOME HEALTH SERVICES  INC.,1543 W. OLYMPIC BLVD. SUITE 518,LOS ANGELES,CA,90015
368277,23-NOV-09,31-DEC-09,Settled,TRUSTED HOME HEALTHCARE  LLC,12808 DREXMORE ROAD  STE. 201,CLEVELAND,OH,44120-2158
108429,16-DEC-08,15-DEC-09,Settled,INFUSION TECHNOLOGIES  INC.,3728 PHILLIPS HIGHWAY  SUITE 212,JACKSONVILLE,FL,32207-6880
517806,01-JUL-09,30-DEC-09,Settled,KANAWHA-CHARLESTON HEALTH DEPARTMENT,PO BOX,CHARLESTON,WV,25323
108273,01-JUN-09,31-MAY-10,Settled,CARE RESPONSE HOME HEALTH,10021 PINES BLVD SUITE 201,PEMBROKE PINES,FL,33024-6194
147715,01-JAN-10,31-DEC-10,Settled,ICG PEDIATRIC SERVICES,1620 N. LASALLE,CHICAGO,IL,60614-6005
457830,01-JAN-10,02-JUL-10,Settled,PDI HOME HEALTH SERVICES INC.,1414 W. WHEATLAND ROAD,DUNCANVILLE,TX,75116
058489,01-JAN-10,20-MAY-10,Settled,SUNRISE HOME HEALTH AGENCY,4134 S. DEMAREE ROAD  #A,VISALIA,CA,93277
107693,01-JAN-11,31-DEC-11,Settled,ADVANTAGE HOME ASSISTED CARE  INC.,13465 WALSINGHAM ROAD,LARGO,FL,337743528
148075,01-JAN-11,31-DEC-11,Settled,COMMUNITY CARE HOME HEALTH SERVICES,10001 DERBY LANE  STE 207,WESTCHESTER,IL,60154
109092,01-JAN-11,31-DEC-11,Settled,INAR HOME CARE SERVICE CORP.,7951 SW 40 ST STE 105,MIAMI,FL,33155
368030,01-JAN-11,31-DEC-11,Settled,HILLEBRAND HOME HEALTH,4343 BRIDGETOWN RD,CINCINNATI,OH,45211
459015,01-JAN-11,31-DEC-11,Settled,SAVE HOME HEALTH CARE  INC.,719 N UPPER BROADWAY  SUITE 100,CORPUS CHRISTI,TX,78401
678324,01-JAN-11,31-DEC-11,Settled,DOSIK  INC. DBA PREFERRED HH OF BEAU,6688 N CENTRAL EXPY. STE 1300,DALLAS,TX,75206-3950
678332,01-JAN-11,31-DEC-11,Settled,TRINITY HOMECARE,2855 MANGUM ROAD  SUITE 569,HOUSTON,TX,77092
287053,01-JAN-11,31-DEC-11,As Submitted,HOSPICE & HOME HEALTHCARE OF SAUNDER,141 EAST 5TH STREET,WAHOO,NE,68066
108394,01-JAN-11,31-DEC-11,Settled,HOME WATCH CARE INC,4005 NW 114 AVE SUITE 4,DORAL,FL,33178-4372
108467,01-JAN-11,31-DEC-11,Settled,INNOVATIVE SENIOR CARE HOME HEALTH,10901 JOHNSON BLVD  H-109,SEMINOLE,FL,33772-4781
679467,01-JAN-11,31-DEC-11,Settled,DIVINE HEALTHCARE SERVICES,3906 W. CAMP WISDOM ROAD  SUITE 103,DALLAS,TX,75237
097064,01-JAN-11,31-DEC-11,As Submitted,JD NURSING HHA,7826 EASTERN AVE. NW STE LL18A,WASHINGTON,DC,20012
287131,01-JAN-11,31-DEC-11,As Submitted,COMMUNITY HOME HEALTH  LLC,1408 VETEREANS DRIVE  SUITE 201,ELKHORN,NE,68022-6912
058110,01-JAN-11,31-DEC-11,As Submitted,NEW HAVEN HOME HEALTH & HOSPICE  INC,333 GELLERT BLVD.  SUITE 249,DALY CITY,CA,94015
557613,01-JAN-11,31-DEC-11,As Submitted,GRACE HOME HEALTH CARE,1739 TERMINO AVENUE,LONG BEACH,CA,90804
557792,01-JAN-11,31-DEC-11,As Submitted,QUALITY CARE HOME HEALTH SPECIALISTS,127 N. LANG AVENUE,WEST COVINA,CA,91790
109310,01-JAN-11,31-DEC-11,Settled,SPECIAL CARE HOME HEALTH AGENCY  INC,7401 NW 7 ST  STE 2,MIAMI,FL,33182
117069,01-JAN-11,31-DEC-11,Settled,CARESOUTH HHA HOLDINGS OF WASHINGTON,333 B HEARD STREET,ELBERTON,GA,30635-2436
679682,01-JAN-11,31-DEC-11,Settled,ARC THERAPY SERVICES LLC,1034 LIBERTY PARK DRIVE,AUSTIN,TX,78746
067130,01-JAN-11,31-DEC-11,As Submitted,COLORADO COMPREHENSIVE CARE,7895 MORRISON ROAD,LAKEWOOD,CO,80227
267609,01-JAN-11,31-DEC-11,As Submitted,INNOVATIVE SENIOR CARE HOME HEALTH,1500 WEST RAYMORE DRIVE,RAYMORE,MO,64083
398076,01-JAN-11,31-DEC-11,As Submitted,CAREGIVERS AMERICA,718 SOUTH STATE STREET,CLARKS SUMMIT,PA,18411
148230,26-FEB-11,31-DEC-11,Settled,NE HEALTHCARE SERVICES  INC.,325 N MILWAUKEE AVE UNIT G1,WHEELING,IL,60090
147907,01-JAN-11,31-DEC-11,Settled,GLORY HOME HEALTH CARE MGMT INC,2860 RIVER ROAD SUITE 470,DES PLAINES,IL,60018-6002
237662,01-JAN-11,31-DEC-11,As Submitted,ANREX HOME CARE  INC.,37248 FORD ROAD,WESTLAND,MI,48185
248092,01-JAN-11,31-DEC-11,As Submitted,PATHWAYS TO ACHIEVEMENT INC,114 SOUTH 20TH AVE W,DULUTH,MN,55806
227076,01-JAN-11,31-DEC-11,As Submitted,PARMENTER VNA & COMMUNITY CARE  INC,266 COCHITUATE ROAD,WAYLAND,MA,01778-3514
417059,01-JAN-11,31-DEC-11,As Submitted,VITAL CARE OF RI,1525 OLD LOUISQUISSET PIKE  SUITE A,LINCOLN,RI,02865
227532,13-JUL-11,31-DEC-11,Settled,CENTRAL HOME HEALTH CARE,90 OAK ST  STE 405,NEWTON UPPER FALLS,MA,02464 1439
147816,01-JAN-11,31-DEC-11,Settled,OPTIMUM HEALTHCARE SERVICES  INC.,3424 W. PETERSON AVE.,CHICAGO,IL,60659
237550,01-JAN-11,31-DEC-11,As Submitted,HAPPY HOME CARE  INC.,717 SHIP ST.,ST. JOSEPH,MI,49085
237797,01-JAN-11,31-DEC-11,Settled,21ST CENTURY HOME HEALTH CARE INC,4235 LAKE ST EAST SIDE,BRIDGMAN,MI,49106
407025,01-JUL-07,30-JUN-08,Settled,SALUD FAMILIAR EN EL HOGAR,563 C/CABO H ALVERIO,SAN JUAN,PR,00918
109042,01-JAN-11,31-DEC-11,Settled,LIMITED HOME HEALTH CARE INC.,8040 NW 155TH STREET BO. 215,MIAMI LAKES,FL,33016
367556,01-JAN-11,31-DEC-11,Settled,ALTERNATIVE NURSING CARE  INC.,8407 HAYPORT ROAD,WHEELERSBURG,OH,45694
679762,01-JAN-11,31-DEC-11,Settled,ON-CALL HOME HEALTH & REHAB,135 N. COLLEGIATE DRIVE,PARIS,TX,75460
297030,01-JAN-11,31-DEC-11,As Submitted,FAMILY HEALTHCARE SERVICES,8655 SOUTH EASTERN AVENUE,LAS VEGAS,NV,89123
457841,01-JAN-11,31-DEC-11,Settled,CHILDRENS HHC,12740 HILLCREST ROD,DALLAS,TX,75230
107767,01-JAN-11,31-DEC-11,Settled,CARE FORCE  INC.,5801 NW 151 ST  #304,MIAMI LAKES,FL,33014
677166,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,1600 W 38TH STREET SUITE 202,AUSTIN,TX,78731-6405
107100,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,4700 BAYOU BLVD BLDG 4,PENSACOLA,FL,32503-2670
107512,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,311 SE 17TH PLACE,OCALA,FL,34471-5224
147428,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,1600 FOURTH AVE SUITE 201,ROCK ISLAND,IL,61201-8632
177179,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,11011 KING STREET SUITE 115,OVERLAND PARK,KS,66210-1230
497462,01-JAN-11,31-DEC-11,As Submitted,HALLMARK HOME HEALTH,113 MALL DRIVE,DANVILLE,VA,24540
507106,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,4060 WHEATON WAY BLDG A STE 2A,BREMERTON,WA,98310-3500
557139,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,1503 N IMPERIAL AVE SUITE 106,EL CENTRO,CA,92243-6302
287038,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,9140 WEST DODGE ROAD SUITE 401,OMAHA,NE,68114-3317
497638,01-JAN-11,31-DEC-11,As Submitted,REVIVAL HOMECARE AGENCY,6066 LEESBURG PIKE STE 630A,FALLS CHURCH,VA,22041
108162,01-JAN-11,31-DEC-11,As Submitted,HEALTH FORCE INC.,123 N.W. 13TH STREET STE 224,BOCA RATON,FL,33433
147577,01-JAN-11,31-DEC-11,As Submitted,HOME HEALTH NETWORK INC,3100 W. HIGGINS RD # 1008,HOFFMAN ESTATES,IL,60169
077221,01-JAN-11,31-DEC-11,As Submitted,PERSONALIZED HOME CARE  LTD OF CT,777 SUMMER STREET,STAMFORD,CT,06901
107166,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,4935 SOUTHFORK DRIVE,LAKELAND,FL,33813-2043
107514,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,205 ZEAGLER DR SUITE 401,PALATKA,FL,32177-3887
517125,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,347 A RURAL ACRES DR,BECKLEY,WV,25801-3064
107242,01-JAN-11,31-DEC-11,As Submitted,CARESVS OF SOUTH FLORIDA  LLC,5420 NW 33RD AVENUE  SUITE 109,FT. LAUDERDALE,FL,33309
108323,01-JAN-11,31-DEC-11,As Submitted,VITAL HEALTH SERVICES  INC.,5787-A  N.W. 151ST STREET,MIAMI LAKES,FL,33014
109372,01-JAN-11,31-DEC-11,As Submitted,VITAL SOLUTIONS HOME HEALTH AGENCY,12525 ORANGE DRIVE  #710,DAVIE,FL,33330
109553,01-JAN-11,31-DEC-11,As Submitted,HEAVEN HOME HEALTH CARE INC,16205 SW 117 AVE - SUITE 3,MIAMI,FL,33177
197415,01-JAN-11,31-DEC-11,As Submitted,TENSAS HOME HEALTH  INC.,726 VERONA STREET,NEWELLTON,LA,71357-0598
368024,01-JAN-11,31-DEC-11,As Submitted,LIFE LINE HEALTHCARE CENTER,1311 BEECHWOOD RD UNITR A & B,COLUMBUS,OH,43227
368194,01-JAN-11,31-DEC-11,As Submitted,COVENANT HOME HEALTH CARE SERVICES,2965 CO RD. 144 SUITE B,SOUTH POINT,OH,45680
459303,01-JAN-11,31-DEC-11,As Submitted,SANTA RITA HOME HEALTH,5500 TESORO PLAZA DR,LAREDO,TX,78041
677976,01-JAN-11,31-DEC-11,As Submitted,CARE OPTIONS HEALTH SERVICES  INC.,9950 WESTPARK DR.  SUITE 410,HOUSTON,TX,77063
679574,01-JAN-11,31-DEC-11,As Submitted,SIERCAM HEALTHCARE SERVICES LLC,812 3RD ST,ROSENBERG,TX,77471
743104,01-JAN-11,31-DEC-11,As Submitted,APEX HOMECARE INC,2100 N HWY 360 STE 1500A,GRAND PRAIRIE,TX,75050
743172,01-JAN-11,31-DEC-11,As Submitted,HOME SWEET HOME UNLIMITED  INC.,11355 MONTWOOD DR,EL PASO,TX,79936
747387,01-JAN-11,31-DEC-11,As Submitted,PROMPTIME HOME HEALTHCARE SERVICES,7503 GENESEO LANE,ARLINGTON,TX,76002-3333
057168,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,2281 LAVA RIDGE COURT SUITE 120,ROSEVILLE,CA,95661-2805
497559,01-JAN-11,31-DEC-11,As Submitted,CAREGIVERS HOME HEALTH SERVICES  INC,431 PARK AVENUE  SUITE 300,FALLS CHURCH,VA,22046
147514,01-JAN-11,16-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,7501 NORTH UNIVERSITY SUITE 118,PEORIA,IL,61614
227224,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,2069 ROOSEVELT AVE,SPRINGFIELD,MA,01104-1657
398005,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,1250 N 9TH ST,STROUDSBURG,PA,18360-7800
517805,01-JAN-11,31-DEC-11,As Submitted,JACKSON COUNTY HOME HEALTH,420 W PINHOOK RD,LAFAYETTE,LA,70503
557104,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,2850 S REDHILL AVE SUITE 230,SANTA ANA,CA,92705-5550
337302,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,877 EAST MAIN ST,RIVERHEAD,NY,11901-2521
397486,01-JAN-11,31-DEC-11,As Submitted,HOMEBOUND HEALTH SERVICES INC,145 MAIN STREET,SHAVERTOWN,PA,18708
067454,01-JAN-11,31-DEC-11,As Submitted,COLORADO HEALTH CONNECTIONS,2168 S BIRCH ST,DENVER,CO,80222
057648,01-JAN-96,31-DEC-96,Settled w/Audit,CHS HOME HEALTH AGENCY,399 BUENA VISTA EAST,SAN FRANCISCO,CA,94117
057739,04-NOV-94,31-DEC-94,Settled w/Audit,BREA HOME CARE  INC,410 W. CENTRAL AVE  SUITE 207,BREA,CA,92621
057740,01-JAN-98,01-APR-98,As Submitted,SUNPLUS HOME HEALTH - REDWOOD CITY,652 BAIR ISLAND ROAD  SUITE 104,REDWOOD CITY,CA,94063
057765,01-JUL-95,30-MAR-96,Reopened,HOME HOSPICE OF SONOMA COUNTY  HHA,1110 NORTH DUTTON AVENUE,SANTA ROSA,CA,95401
137023,01-JAN-94,31-DEC-94,Settled w/Audit,HOME HEALTH PROFESIONALS,666 SHOSHONE ST. EAST,TWIN FALLS,ID,83301
137056,01-JAN-97,31-DEC-97,Settled,ABLE HOME HEALTH SERVICES,823 16TH AVE,LEWISTON,ID,83501
137080,01-MAR-96,28-FEB-97,Settled,BLACKFOOT MEDICAL CLINIC HOME CARE,625 WEST PACIFIC,BLACKFOOT,ID,83221
297024,01-JAN-96,01-DEC-96,Reopened,VITAL CARE NEVADA,4506 L.B. MCLEOD ROAD  SUITE F,ORLANDO,FL,32811
297083,01-JUN-98,31-DEC-98,Settled,HEALTHSOUTH HOME HEALTH,1755 EAST PLUMB LANE  SUITE 270,RENO,NV,89502
387085,01-JAN-94,31-DEC-94,As Submitted,CARING HANDS HOME HEALTH  INC,,,,
387128,01-APR-97,04-MAR-98,Settled,BEST HOME CARE,,LINCOLN CITY,OR,97367
557080,01-MAR-94,28-FEB-95,Reopened,DIAL 4 CARE HOME HEALTH SERVICES  INC,409 S.CALIFORNIA ST.,SAN GABRIEL,CA,91776
557117,01-JAN-98,24-MAY-98,Settled w/Audit,NURSING RESOURCES INC.,39111 PASEO PADRE PKWY  SUITE 319,FREMONT,CA,94538
557125,01-JAN-96,31-OCT-96,Settled,HORIZON HOME HEALTH SERVICES,2100 SOLAR DRIVE SUITE 204,OXNARD,CA,93030
557191,01-JAN-95,31-OCT-95,Settled w/Audit,ACCESSIBLE HEALTHCARE,9846 WHITE OAKA VE. #101,NORTHRIDGE,CA,91325
557238,01-JAN-95,31-MAY-95,Settled w/Audit,VNA MANAGED CARE,1337 BRADEN COURT,ORANGE,CA,92668-1209
557258,19-APR-97,31-DEC-97,Settled,VITAL LINK PRIVATE DUTY LODI INC,N3 MORAGA WAY SUITE 111,ORINDA,CA,94563
557475,01-JAN-96,31-DEC-96,Settled w/Audit,PRIME CARE HOME HEALTH SERVICE  INC.,18780 EAST AMAR RD.  SUITE 106,WALNUT,CA,91789
557565,01-JUL-96,30-JUN-97,Settled,GRAND HOME HEALTH SVCS.,8720 WOODLEY AVENUE SUITE 212,NORTH HILLS,CA,91343
557606,13-OCT-95,22-MAR-96,Settled w/Audit,A.S.C. ACCOUNTING,6240 LAUREL CANYON BLVD.,NORTH HOLLYWOOD,CA,91606
557649,07-FEB-96,21-FEB-97,Settled w/Audit,HOME CARE ADVANTAGE  INC.,23422 MILL CREEK DR. #105,LAGUNA HILLS,CA,92653
557692,02-MAY-96,31-MAY-97,Settled w/Audit,PRUDHOMME QUANTUM CARE  INC.,7462 NO. FIGUEROA #102,LOS ANGELES,CA,90041
037170,16-FEB-95,30-SEP-95,Settled,NURSES HOUSE CALL - PARKER,601 RIVERSIDE DR SUITE 12,PARKER,AZ,85251
147203,01-JAN-96,31-DEC-96,Settled,INTERIM HEALTHCARE OF N. ILL,990 GROVE STREET,EVANSTON,ILLINOIS,60201
157138,01-JAN-96,31-JAN-97,As Submitted,BHM HEALTH ASSOCIATES  INC.,9223 BROADWAY  SUITE E,MERRILVILLE,IN,46410
157253,01-JAN-96,31-DEC-96,Settled,COMPASSIONATE CARE  INC.,,PLAINFIELD,IN,46168
367055,01-JAN-95,30-JUN-95,Settled,ADAMS COUNTY HOME HEALTH,116 W.MULBERRY STREET,WEST UNION,OH,45693
497402,01-JAN-95,19-MAY-95,Settled,NURSES HOUSE CALL - FALLS CHU,770 LEESBURGH PIKE  STE 110,FALLS CHURCH,VA,22043
037137,01-JAN-95,19-MAY-95,Settled,OLSTEN KIMBERLY QUALITYCARE,13203 N 103RD AVE STE J1,SUN CITY,AZ,85351
037191,01-JAN-97,05-DEC-97,As Submitted,ARIZONA HOME HLTH SPECIALIST-PHOENIX,5134 N. 12TH ST.  SUITE 100,PHOENIX,AZ,85014
047318,01-JAN-94,31-DEC-94,Settled,AREA AGENCY ON AGING OF WESTERN AR,524 GARRISON AVENUE,FORT SMITH,AR,72902
057356,01-JAN-97,30-JUL-97,Settled,NMC HOMECARE - GREATER LA(PASADENA),95 HAYDEN AVE.,LEXINGTON,MA,02173
067229,01-JAN-97,31-DEC-97,Settled,ACCREDITED HEALTHCARE,411 LAKEWOOD CIRCLE SUITE C-204A,COLORADO SPRINGS,CO,80910
067236,01-SEP-96,31-AUG-97,Settled,ROCKY MOUNTAIN HOME HEALTH SYSTEMS .,601 CHAMBERS RD.,AURORA,CO,
067269,15-DEC-95,31-OCT-96,Settled,HIGH MOUNTAIN HOME HEALTH CARE  INC.,,PAGOSA SPRINGS,CO,81147
067284,01-JAN-97,31-DEC-97,Settled,CARING HANDS NURSING SERVICES TOO,2860 S. CIRCLE DRIVE  SUITE 2122,COLORADO SPRINGS,CO,80906
067290,01-JAN-98,31-OCT-98,Settled,SAGUACHE COUNTY NURSING SERVIC,220 S. WORTH,CENTER,CO,81125
107257,01-JAN-96,27-JUN-96,Settled,OLSTEN KIMBERLY QUALITYCARE,1936 LEE ROAD  STE. 250,WINTER PARK,FL,32789
107533,01-SEP-97,31-AUG-98,Settled,MARION COMMUNITY HOME HEALTH,18810 US HWY 441  SUITE 17,MT. DORA,FL,32757
109473,01-JAN-10,31-DEC-10,Settled,SUPERSTAR HOME HEALTH CARE  INC.,175 FOUNTAINEBLEAU BLVD  #1E,MIAMI,FL,33172
108279,01-JAN-09,31-DEC-09,Settled,UNIVERSAL HOME HEALTH CARE  INC.,8303 SOUTH DIXIE HIGHWAY,PINECREST,FL,33143
679415,01-JAN-10,31-DEC-10,Settled,BORDER HOME CARE OF EL PASO`,5927 CROMO DRIVE,EL PASO,TX,79912
197296,01-JAN-10,31-DEC-10,Settled w/Audit,QUALITY HOME HEALTH  INC.,313 DAVENPORT AVENUE,MERROUGE,LA,71261-0570
197774,01-JAN-10,31-DEC-10,Settled,OMNI HOME CARE LLC,36 COMMERCE STREET,HARAHAN,LA,70123
673139,01-JAN-10,31-DEC-10,Settled,MULTIMED II  LLC,404 NEWPORT BLVD,LEAGUE CITY,TX,77373
747376,09-JUN-10,31-DEC-10,Settled,APEX CARE HOME HEALTH INC,10518 KIPP WAY DR STE A2,HOUSTON,TX,77099-2400
157623,01-JAN-10,31-DEC-10,Settled,ACESO  LLC,412 WEST STATE STREET,PRINCETON,IN,47670-1344
108072,01-JAN-10,31-DEC-10,Settled,MEDI-CARE HOME HEALTH  LLC,2400 HIGH RIDGE ROAD # 101,BOYNTON BEACH,FL,33426
108330,01-JAN-10,31-DEC-10,Settled,PERFECT CARE  INC.,15291 NW 60TH AVE SUITE 200,MIAMI LAKES,FL,33014
147971,01-JAN-10,31-DEC-10,Settled,GREENPATH HEALTH GROUP  LLC,3232 SHERIDAN ROAD  2ND FLOOR,ZION,IL,60099
109449,01-JAN-10,31-DEC-10,Settled,5 STAR HOME HEALTH SERVICES,506 S HWY 27 SUITE H,MINNEOLA,FL,34715-2702
368089,01-JAN-10,31-DEC-10,Settled,HEALTH CARE DEPO OF OHIO LLC,1570 EAST DUBLIN-GRANVILLE ROAD,CP;I BIS,OH,43229-3309
109221,01-JAN-10,31-DEC-10,Settled,DEVELOPMENT HOME HEALTH CARE CORP,3850 SW 87TH AVE  STE 302,MIAMI,FL,33165
109298,01-JAN-10,31-DEC-10,Settled,CRYSTAL HOME HEALTH SERVICES  INC,6151 MIRAMAR PARKWAY  STE 300,MIRAMAR,FL,33023
147561,01-JAN-10,31-DEC-10,Settled,ANREX HEALTH CARE INC.,3601 RIDGE ROAD,LANSING,IL,60438
368076,01-JAN-10,31-DEC-10,Settled,MAPLE LEAF HOME HEALTH CARE,26 FAR HILLS ROAD   SUITE 106,DAYTON,OH,45419
457723,01-OCT-09,31-JUL-10,Settled,INTREPID OF NORTHEAST TEXAS,2610 LAMAR AVE SUITE.A,PARIS,TX,75460
